"bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
16.6083335876465,14.8166666030884,43.5784339904785,731.476806640625,36.0999984741211,2.09999990463257,34,9.5,25.783332824707,25.9499988555908,8.39999961853027,621,122,1,86.285270690918,331,8,18,317
15.4541664123535,13.2583332061768,48.3880805969238,535.063537597656,30.7999992370605,3.40000009536743,27.3999996185303,8.61666679382324,21.533332824707,21.533332824707,8.61666679382324,338,72,1,88.2613754272461,182,6,6,182
14.3416662216187,18.5833339691162,52.2003746032715,631.401123046875,35,-0.600000023841858,35.5999984741211,8.06666660308838,22.1499996185303,22.533332824707,7.28333330154419,474,87,1,86.5671310424805,246,6,16,241
15.8458337783813,13.8916664123535,47.9022979736328,564.673889160156,31.8999996185303,2.90000009536743,29,8.66666698455811,22.3166656494141,22.3500003814697,8.66666698455811,291,59,1,84.4211502075195,151,5,9,151
22.1000003814697,17.3333339691162,47.1014518737793,727.711242675781,41.0999984741211,4.30000019073486,36.7999992370605,13.5500001907349,24.5,31.2000007629395,13.5500001907349,64,10,0,56.0605506896973,28,4,17,28
11.8500003814697,11.3166666030884,52.6356620788574,395.73291015625,24.3999996185303,2.90000009536743,21.5,7.83333301544189,16.5166664123535,17.033332824707,7.48333311080933,2117,371,9,78.2274627685547,1053,68,84,994
13.3625001907349,9.45833301544189,58.3847732543945,256.143829345703,21.8999996185303,5.69999980926514,16.2000007629395,10.7333335876465,15.9833326339722,16.6833324432373,10.6000003814697,902,174,2,92.0124969482422,478,9,17,474
18.5249996185303,14.4499998092651,53.7174758911133,445.403259277344,32.5999984741211,5.69999980926514,26.8999977111816,14.0500001907349,23.783332824707,24.3166656494141,13.3833332061768,401,89,1,100.058853149414,250,6,12,229
15.4291667938232,15.1916666030884,44.2905731201172,719.448852539062,35.5999984741211,1.29999995231628,34.2999992370605,7.86666679382324,24.4833335876465,24.5,7.33333349227905,1317,234,5,79.24072265625,639,37,53,633
16.1124992370605,14.1750001907349,55.1556434631348,442.724639892578,29.7999992370605,4.09999990463257,25.6999988555908,11.6666669845581,21.1833324432373,21.466667175293,10.6999998092651,457,95,1,90.6484527587891,241,6,10,238
10.0583333969116,13.9833326339722,53.3715019226074,448.258392333984,26.2999992370605,0.100000001490116,26.1999988555908,6.15000009536743,15.4166660308838,16.216667175293,5.63333320617676,1602,287,6,80.9136734008789,811,46,63,772
21.716667175293,11.5666666030884,39.476676940918,641.5263671875,37,7.69999980926514,29.2999992370605,15.0666666030884,23.6500015258789,29.783332824707,14.0666666030884,70,12,1,57.4737205505371,32,4,16,32
10.2624998092651,15.7749996185303,49.296875,619.178771972656,30,-2,32,3.90000009536743,18,18.2999992370605,3.41666674613953,1011,169,6,76.7656555175781,496,40,48,477
7.57499980926514,14.7833337783813,46.1979179382324,653.095764160156,26.6000003814697,-5.40000009536743,32,0.949999988079071,15.6499996185303,16.1000003814697,0.433333247900009,1431,263,9,80.3080215454102,714,46,53,704
8.6875,14.2083330154419,45.6859588623047,621.325988769531,27.5,-3.59999990463257,31.1000003814697,2.11666655540466,16.2999992370605,16.9333324432373,2.11666655540466,1380,257,7,79.792724609375,682,45,48,682
16.9750003814697,15.0499992370605,42.2752799987793,777.821838378906,37.7999992370605,2.20000004768372,35.5999984741211,8.14999961853027,26.7666664123535,26.7666664123535,8.14999961853027,1094,205,4,79.8158645629883,533,31,31,533
7.39583349227905,13.3083333969116,42.1149787902832,670.076171875,25.5,-6.09999990463257,31.6000003814697,0.466666698455811,15.7000007629395,16.2666664123535,-0.0333332233130932,671,130,5,81.4199752807617,343,20,35,341
8.42916679382324,16.9583339691162,45.5869178771973,735.012268066406,30.1000003814697,-7.09999990463257,37.2000007629395,0.683333396911621,17.8333339691162,17.8333339691162,0.0999999865889549,398,50,9,38.8454895019531,139,42,42,126
16.1208324432373,16.9750003814697,44.7889175415039,764.158630371094,36.7000007629395,-1.20000004768372,37.9000015258789,7.21666669845581,23.1499996185303,25.7666664123535,7.21666669845581,151,28,1,76.2147216796875,75,6,8,75
24.2749996185303,14.1666669845581,41.913215637207,784.571411132812,41.7000007629395,7.90000009536743,33.7999992370605,31.0833339691162,27.1166667938232,33.8833312988281,14.9333333969116,91,16,1,53.8399429321289,35,5,33,32
17.6749992370605,17.9166660308838,48.0339584350586,706.462097167969,38.4000015258789,1.10000002384186,37.3000030517578,10.8666667938232,26.466667175293,26.466667175293,9.31666660308838,261,53,0,86.7480392456055,146,3,3,137
15.0749998092651,15.1499996185303,56.3197021484375,443.946685791016,29.8999996185303,3,26.8999996185303,9.68333339691162,20.1499996185303,20.2999992370605,9.68333339691162,856,180,2,92.5870132446289,468,10,17,468
13.8166666030884,15.0166664123535,60.0666694641113,360.159912109375,27.7999992370605,2.79999995231628,25,10.1499996185303,17.9166660308838,18.466667175293,9.79999923706055,595,120,1,95.0068893432617,347,5,15,322
8.55416679382324,17.2083339691162,45.6454467773438,727.85009765625,30.5,-7.19999980926514,37.7000007629395,0.566666603088379,17.5833339691162,17.6666660308838,-0.0666666030883789,360,46,7,42.6179504394531,136,36,42,127
10.5333337783813,14.8999996185303,49.3377494812012,592.641723632812,28.7999992370605,-1.39999997615814,30.1999988555908,4.86666679382324,17.9333324432373,18.2000007629395,4.21666669845581,1493,288,3,84.2699890136719,765,36,40,756
13.7416667938232,15.0166664123535,54.2117919921875,447.243225097656,29,1.29999995231628,27.7000007629395,9.46666622161865,19.1166667938232,19.4166660308838,8.51666641235352,484,101,1,95.8811416625977,284,5,13,270
9.76249980926514,15.2416667938232,42.9342727661133,758.920043945312,29.6000003814697,-5.90000009536743,35.5,1.23333334922791,11.8666667938232,19.4333324432373,1.23333334922791,233,35,7,44.2770347595215,95,33,41,95
4.09166669845581,13.25,43.1596069335938,652.428466796875,22.2000007629395,-8.5,30.7000007629395,-2.70000004768372,12.033332824707,12.8000001907349,-2.88333344459534,707,129,10,74.1677474975586,346,40,57,331
12.6083335876465,15.8666667938232,51.8518524169922,551.641479492188,31,0.400000005960464,30.6000003814697,6.88333320617676,19.466667175293,19.7999992370605,6.51666641235352,1281,248,3,89.6227493286133,689,22,37,671
15.3041667938232,15.1750001907349,40.0395812988281,839.164794921875,36.0999984741211,-1.79999995231628,37.8999977111816,7.21666669845581,18.6666679382324,25.8999996185303,5.48333358764648,116,19,4,45.9858856201172,48,15,22,48
22.5708332061768,17.2916660308838,46.2344017028809,760.64404296875,41.9000015258789,4.5,37.4000015258789,13.5999994277954,25.2999992370605,31.9833335876465,13.5999994277954,71,11,0,54.6061248779297,29,3,13,29
15.375,13.5666666030884,48.8009605407715,539.686340332031,30.7999992370605,3,27.7999992370605,10.1333332061768,21.4333324432373,21.4333324432373,8.46666622161865,427,95,1,92.8979873657227,238,6,6,237
14.0166664123535,12.7166662216187,39.4927520751953,752.976928710938,32,-0.200000002980232,32.2000007629395,6.08333349227905,15.6166667938232,23.716667175293,5.61666679382324,347,47,5,45.0596466064453,126,38,97,120
11.6625003814697,12.8083333969116,58.7538223266602,347.68798828125,24.1000003814697,2.29999995231628,21.8000011444092,8.08333301544189,15.6666669845581,16.1166667938232,7.64999961853027,1332,253,3,87.3258972167969,689,22,36,686
17.7333335876465,16.8166656494141,43.5664939880371,813.210021972656,38.5999984741211,0,38.5999984741211,9.71666717529297,20.5,28.0166664123535,8.30000019073486,138,20,2,48.6621017456055,58,14,26,54
6.32083320617676,15.125,42.485954284668,741.897033691406,27.2999992370605,-8.30000019073486,35.5999984741211,-1.21666669845581,15.8999996185303,15.8999996185303,-2.23333334922791,437,53,12,36.5643577575684,148,49,49,135
16.4874992370605,14.6916675567627,43.0840682983398,731.692077636719,36.7000007629395,2.59999990463257,34.1000022888184,8.81666660308838,25.6499996185303,25.783332824707,8.25,1039,198,4,82.24267578125,515,28,39,514
16.6416664123535,15.25,46.3525810241699,671.601989746094,34.7000007629395,1.79999995231628,32.9000015258789,10.1999998092651,24.6166667938232,24.6166667938232,8.31666660308838,202,39,0,82.6839981079102,111,3,3,97
19.5541667938232,14.3416662216187,42.3058013916016,756.052734375,38.2000007629395,4.30000019073486,33.9000015258789,10.8666667938232,22.1000003814697,29.1333332061768,10.8666667938232,166,25,1,49.0232391357422,58,11,41,58
16.7749996185303,15.25,46.9230728149414,647.696960449219,35.4000015258789,2.90000009536743,32.5,10.1833333969116,24.4166660308838,24.75,8.93333339691162,329,64,1,83.6600341796875,164,6,11,164
15.3833332061768,14.2833337783813,51.1947441101074,516.030883789062,31.1000003814697,3.20000004768372,27.8999996185303,10.1666660308838,21.283332824707,21.6499996185303,9.01666641235352,383,79,1,88.5757598876953,204,6,10,202
8.35000038146973,15.75,42.567569732666,753.099670410156,30.2999992370605,-6.69999980926514,37,0.333333373069763,17.966667175293,17.966667175293,-0.349999994039536,359,45,9,39.7691421508789,133,40,40,126
13.9083337783813,16.25,54.8986473083496,473.112701416016,30.6000003814697,1,29.6000003814697,9.36666679382324,19.6833343505859,20,8.51666641235352,488,100,1,95.3395462036133,286,5,13,269
16.1041660308838,15.0250005722046,45.9480094909668,649.581909179688,34.9000015258789,2.20000004768372,32.7000007629395,9.85000038146973,23.9833335876465,24.033332824707,8.38333320617676,660,124,3,84.9226150512695,337,12,19,324
8.75416660308838,14.3916664123535,50.6748809814453,532.705200195312,26.6000003814697,-1.79999995231628,28.3999996185303,3.61666655540466,15.3500003814697,15.9333333969116,3.23333334922791,1239,220,9,75.4614944458008,618,55,62,580
3.86666679382324,13.9833335876465,45.4004325866699,598.047302246094,21.6000003814697,-9.19999980926514,30.7999992370605,-1.76666665077209,11.1999998092651,12.1666669845581,-2.14999985694885,861,151,14,73.24169921875,407,46,58,398
16.25,13.6333332061768,43.5569763183594,648.799560546875,34.2000007629395,2.90000009536743,31.3000011444092,8.78333282470703,24.1000003814697,24.1000003814697,8.43333339691162,594,109,3,84.8087310791016,299,12,12,285
16.1333332061768,13.533332824707,51.8518524169922,463.461944580078,31.2999992370605,5.19999980926514,26.0999984741211,11.3666667938232,21.6166667938232,22.466667175293,11.2333335876465,462,95,2,92.8524551391602,268,9,19,251
10.3333330154419,14.6166667938232,52.9589385986328,481.651214599609,27.6000003814697,0,27.6000003814697,5.98333311080933,16.0833339691162,16.9166660308838,5.41666650772095,1564,280,5,81.9467239379883,793,41,59,760
12.5749998092651,13.7333335876465,44.3010749816895,656.787963867188,31,0,31,5.94999980926514,20.7000007629395,21.466667175293,5.78333330154419,833,161,3,85.8938598632812,438,14,26,426
13.8208332061768,13.625,44.0938491821289,655.963745117188,31.5,0.600000023841858,30.8999996185303,6.63333320617676,21.9166660308838,22.4833335876465,6.63333320617676,306,56,1,87.268440246582,158,7,11,158
9.75833320617676,14.4166669845581,41.9089164733887,750.247924804688,29.2000007629395,-5.19999980926514,34.4000015258789,1.13333332538605,16.466667175293,19.25,1.13333332538605,269,40,6,48.9779205322266,112,32,44,112
10.9499998092651,15.3833332061768,47.4794235229492,647.747863769531,30.6000003814697,-1.79999995231628,32.4000015258789,4.16666650772095,19.1000003814697,19.216667175293,3.71666669845581,1031,179,7,77.2536773681641,506,41,49,493
16.7875003814697,16.375,46.6524200439453,696.638488769531,36.4000015258789,1.29999995231628,35.1000022888184,10.0833330154419,25.1500015258789,25.1500015258789,8.25,241,42,0,81.1622619628906,124,3,3,116
13.0749998092651,13.3000001907349,56.8376045227051,400.394683837891,26.6000003814697,3.20000004768372,23.3999996185303,9.26666641235352,17.6166667938232,18.2999992370605,8.60000038146973,1152,236,2,91.4091720581055,615,14,26,611
19.9291667938232,16.5583324432373,41.8139724731445,869.245910644531,41,1.39999997615814,39.5999984741211,9.66666698455811,23.1000003814697,30.7333335876465,9.66666698455811,103,15,1,49.2375259399414,40,8,25,40
16.7458324432373,15.4916667938232,44.0104179382324,743.540222167969,37.2999992370605,2.09999990463257,35.2000007629395,8.31666660308838,26.0666675567627,26.0666675567627,8.31666660308838,736,132,2,78.3019561767578,355,23,23,355
15.9083337783813,14.9666662216187,43.7621841430664,731.992431640625,34.7000007629395,0.5,34.2000007629395,8.61666679382324,22.25,25.2000007629395,7.58333349227905,224,41,2,80.5526580810547,118,10,15,114
20.216667175293,17.3666667938232,42.2546653747559,879.202453613281,41.7999992370605,0.699999988079071,41.0999984741211,11.7333335876465,23.8666667938232,31.216667175293,9.75,92,14,2,45.978687286377,37,9,21,37
22.8041667938232,14.9916667938232,39.3482055664062,871.835754394531,42.9000015258789,4.80000019073486,38.1000022888184,14.5,26.6166667938232,33.75,12.4833335876465,111,15,1,47.6362457275391,43,9,24,37
8.14166641235352,16.1333332061768,43.7217712402344,733.335571289062,29.5,-7.40000009536743,36.9000015258789,0.25,17.25,17.25,-0.616666615009308,500,68,7,51.3425064086914,197,39,39,189
16.9125003814697,15.158332824707,44.5833358764648,705.26953125,35.5999984741211,1.60000002384186,34,10.25,25.3666667938232,25.3666667938232,8.25,200,39,0,84.9342422485352,113,2,2,103
22.7666664123535,14.9166660308838,40.5344200134277,842.812744140625,42.2000007629395,5.40000009536743,36.7999992370605,32.8833351135254,26.2666664123535,33.3499984741211,12.8333330154419,117,19,1,50.9702301025391,42,7,30,41
11.1208333969116,10.341667175293,59.7784194946289,273.640930175781,20.8999996185303,3.59999990463257,17.2999992370605,8.44999980926514,14.1833333969116,14.6499996185303,8.06666660308838,1495,257,6,77.2522048950195,732,49,61,690
17.845832824707,17.9750003814697,48.1903495788574,708.145629882812,38.5999984741211,1.29999995231628,37.2999992370605,11.0500001907349,26.6333332061768,26.6333332061768,9.43333339691162,220,46,0,88.77978515625,126,2,2,121
7.69999980926514,16.6333332061768,45.0767860412598,738.515075683594,29.3999996185303,-7.5,36.9000015258789,7.94728620689966e-08,17.1000003814697,17.1000003814697,-0.799999952316284,422,60,9,51.9804077148438,176,40,40,171
22.4291667938232,16.375,41.9871788024902,847.985473632812,42.7000007629395,3.70000004768372,39,32.5833320617676,26.033332824707,33.0166664123535,12.4166669845581,81,15,1,51.3556632995605,33,5,25,24
20.6166667938232,15.3666667938232,38.8047142028809,891.103271484375,41.5999984741211,2,39.5999984741211,12.1333332061768,24.3666648864746,31.7999992370605,10.0333337783813,84,14,2,49.7150955200195,37,8,17,36
17.1875,16.2416667938232,42.7412300109863,788.623962402344,37.5999984741211,-0.400000005960464,38,8.48333358764648,24.6166667938232,27.1833324432373,7.96666669845581,87,16,1,66.4157562255859,41,4,8,41
21.9333324432373,17.6833324432373,47.7927932739258,741.0537109375,42,5,37,13.4000005722046,28.1000003814697,31.3999996185303,13.4000005722046,152,29,1,66.9410095214844,75,9,24,75
12.875,15.8833332061768,51.0718116760254,566.165344238281,31.7000007629395,0.600000023841858,31.1000003814697,6.96666669845581,19.8999996185303,20.2666664123535,6.59999990463257,1308,252,3,89.3612060546875,702,23,39,685
16.75,16.1000003814697,44.4751358032227,751.301879882812,35.9000015258789,-0.300000011920929,36.2000007629395,9.39999961853027,26.1166667938232,26.1166667938232,8,265,56,1,91.3669357299805,154,7,7,146
12.9499998092651,15.8000001907349,56.4285736083984,431.108489990234,29.2999992370605,1.29999995231628,28,8.63333320617676,18.0166664123535,18.6666660308838,8.23333358764648,632,121,2,90.5400161743164,340,8,17,332
16.8250007629395,15.3333330154419,41.3297386169434,833.024353027344,37,-0.100000001490116,37.0999984741211,8.43333339691162,19.533332824707,27.2666664123535,7.08333349227905,171,26,4,43.0563774108887,58,19,48,56
7.84999990463257,19.0666675567627,48.0268707275391,766.67822265625,29.7999992370605,-9.89999961853027,39.6999969482422,-0.966666638851166,10.0166664123535,17.7000007629395,-0.966666638851166,252,39,11,46.1516799926758,107,40,41,107
13.1333332061768,11.3000001907349,61.0810775756836,250.420867919922,22.7000007629395,4.19999980926514,18.5,10.6833333969116,15.8166666030884,16.3166675567627,10.1833333969116,734,143,4,86.9764862060547,370,14,18,370
11.095832824707,13.658332824707,51.7361106872559,483.751708984375,27.5,1.10000002384186,26.3999996185303,6.15000009536743,17.0833339691162,17.5166664123535,5.81666660308838,1786,326,8,81.0023956298828,921,56,70,869
16.2416667938232,17.0499992370605,44.2857131958008,800.309143066406,37.2999992370605,-1.20000004768372,38.5,8.39999961853027,23.6333332061768,26.3833332061768,6.93333339691162,174,28,2,60.8021926879883,81,13,20,78
16.8291664123535,13.7416667938232,45.0546455383301,634.487854003906,34.5,4,30.5,10.7333335876465,24.5166664123535,24.5166664123535,9.14999961853027,617,120,1,86.177375793457,319,12,12,316
8.6875,14.875,42.019775390625,757.298217773438,29.2999992370605,-6.09999990463257,35.3999977111816,0.433333247900009,18.1166667938232,18.1833324432373,-0.283333390951157,360,45,9,42.1043281555176,134,38,44,125
16.2958335876465,14.2249994277954,46.4869270324707,606.901428222656,33,2.40000009536743,30.6000003814697,10.3000001907349,23.3166656494141,23.3166656494141,8.56666660308838,282,55,1,84.4862976074219,142,5,5,139
17.404167175293,15.625,45.2898559570312,701.950073242188,36.5,2,34.5,10.7666664123535,25.8500003814697,25.8500003814697,8.80000019073486,198,37,0,80.9773330688477,106,3,3,101
17.1291675567627,15.4583339691162,43.1797027587891,765.786743164062,38.0999984741211,2.29999995231628,35.7999992370605,8.41666698455811,26.7333335876465,26.7333335876465,8.41666698455811,718,129,2,77.5564651489258,348,23,23,348
20.5458335876465,15.5249996185303,42.1875,811.82861328125,40.2999992370605,3.5,36.7999992370605,30.4166660308838,23.716667175293,30.7666664123535,11.0666666030884,130,22,1,48.4563598632812,49,9,37,41
7.17083311080933,12.9916667938232,44.3401565551758,589.473815917969,24.2000007629395,-5.09999990463257,29.3000011444092,1.11666667461395,14.4000005722046,15.25,1.11666667461395,917,164,6,80.9066696166992,467,23,40,467
14.8583335876465,18.6833324432373,51.7543869018555,649.684631347656,35.5999984741211,-0.5,36.0999984741211,8.46666622161865,22.8999996185303,23.1333332061768,7.45000028610229,402,75,1,86.4676666259766,209,5,14,207
17.2000007629395,17.3666667938232,43.6348419189453,825.775085449219,38.5999984741211,-1.20000004768372,39.7999992370605,9.26666641235352,24.966667175293,27.6666660308838,7.56666660308838,115,19,1,58.449291229248,53,9,15,52
22.345832824707,15.341667175293,41.0205001831055,853.752258300781,42,4.59999990463257,37.4000015258789,14,25.966667175293,33.033332824707,12.25,133,20,1,49.461483001709,48,9,32,47
6.94583320617676,16.4583339691162,45.4650115966797,711.679992675781,28,-8.19999980926514,36.2000007629395,-0.666666686534882,15.75,15.8666667938232,-1.48333323001862,470,66,8,53.0347671508789,192,40,44,187
1.90833330154419,15.0166664123535,45.9225273132324,667.722839355469,20.6000003814697,-12.1000003814697,32.7000007629395,-4.86666679382324,6.73333358764648,10.9333333969116,-5.08333349227905,472,73,17,49.2399597167969,197,61,75,181
15.658332824707,14.0999994277954,54.0229873657227,454.846801757812,29.7999992370605,3.70000004768372,26.0999984741211,11.033332824707,20.8333339691162,21.1833324432373,10.0666666030884,427,87,1,89.2584457397461,221,6,10,219
7.13749980926514,19.0750007629395,49.0359878540039,729.131286621094,28.6000003814697,-10.3000001907349,38.9000015258789,-0.316666841506958,16.3999996185303,16.5666675567627,-1.25000011920929,374,59,12,58.7292289733887,168,38,43,164
17.1499996185303,14.8499994277954,44.5945930480957,693.767700195312,36.5,3.20000004768372,33.2999992370605,9.01666641235352,25.6333332061768,25.6333332061768,9.01666641235352,568,112,1,86.0610656738281,292,12,12,292
9.69999980926514,14.0666666030884,45.523193359375,645.537109375,28,-2.90000009536743,30.8999996185303,3.29999971389771,17.9333324432373,18.1499996185303,2.86666655540466,1079,192,8,79.5598220825195,527,35,43,523
14.2166662216187,11.7833337783813,55.8451805114746,370.720001220703,26,4.90000009536743,21.1000003814697,9.64999961853027,18.1833324432373,18.7666664123535,9.64999961853027,1105,231,2,95.7984771728516,624,11,15,624
18.783332824707,17.3666667938232,49.7612228393555,675.27880859375,38.0999984741211,3.20000004768372,34.8999977111816,11.8333339691162,24.1499996185303,27.533332824707,11.1166667938232,261,47,2,68.8435668945312,127,17,36,126
16.220832824707,16.7916660308838,47.0354804992676,710.833251953125,36.7000007629395,1,35.7000007629395,9.23333358764648,24.9833335876465,25.1666660308838,8,573,98,1,85.0101699829102,285,8,12,279
7.40416669845581,18.9249992370605,47.7904052734375,752.829406738281,29,-10.6000003814697,39.5999984741211,-1.41666674613953,16.9500007629395,17.0166664123535,-1.41666674613953,376,65,11,62.7674140930176,175,35,41,175
15.4958333969116,14.3916664123535,50.3205108642578,549.898559570312,31.2000007629395,2.59999990463257,28.6000003814697,10.1999998092651,21.6666679382324,21.6666679382324,8.46666622161865,400,84,1,89.2848815917969,218,6,6,214
0.0791666731238365,13.8583335876465,43.5796661376953,635.400573730469,18.5,-13.3000001907349,31.7999992370605,-4.68333339691162,7.61666679382324,8.94999980926514,-6.34999990463257,812,137,22,64.8740921020508,373,70,78,344
17.75,10.283332824707,54.6985778808594,312.271728515625,27.1000003814697,8.30000019073486,18.7999992370605,14.5,21.1333332061768,21.8166656494141,14.1166667938232,317,74,0,103.357276916504,198,3,8,191
20.3333339691162,17.283332824707,48.4126968383789,695.950439453125,39.9000015258789,4.19999980926514,35.7000007629395,12.2333335876465,26.283332824707,29.0833339691162,12.2333335876465,193,36,1,65.776252746582,93,13,33,93
16.8041667938232,13.7749996185303,44.0095863342285,646.485107421875,34.7999992370605,3.5,31.2999992370605,9.36666679382324,24.6333332061768,24.6333332061768,9.05000019073486,557,103,3,84.5091705322266,279,11,11,266
10.4000005722046,17.5166664123535,44.3459892272949,796.315368652344,33.2000007629395,-6.30000019073486,39.5,1.80000007152557,20.4500007629395,20.4500007629395,1.16666674613953,294,44,8,49.5620613098145,122,30,30,119
11.7375001907349,11.7916669845581,40.2445945739746,691.198303222656,28.6000003814697,-0.699999988079071,29.3000011444092,4.58333349227905,20.3999996185303,20.8500003814697,4.23333358764648,743,144,3,90.3217315673828,403,17,34,399
8.09166622161865,14.1666669845581,46.6008758544922,608.335388183594,26.6000003814697,-3.79999995231628,30.3999996185303,2.54999995231628,15.6666669845581,16.1000003814697,1.64999985694885,1466,270,6,79.9088134765625,718,46,51,717
14.1791667938232,15.1916666030884,41.7353477478027,785.066467285156,34.4000015258789,-2,36.4000015258789,6.48333311080933,17.0833339691162,24.1666679382324,5.13333320617676,135,19,5,35.1761741638184,49,20,33,47
8.01249980926514,14.625,41.7857131958008,752.493225097656,28.3999996185303,-6.59999990463257,35,-3.97364310344983e-08,17.466667175293,17.466667175293,-0.883333325386047,367,46,10,40.196647644043,136,41,41,128
8.22083377838135,14.7916669845581,42.1415023803711,753.348449707031,27.7999992370605,-7.30000019073486,35.0999984741211,-0.400000095367432,17.7333335876465,17.9166660308838,-0.400000095367432,390,70,8,70.0466918945312,189,26,36,189
11.5083332061768,15.1666669845581,44.8717956542969,696.484130859375,31,-2.79999995231628,33.7999992370605,4.43333339691162,20.2000007629395,20.533332824707,3.63333320617676,725,135,5,81.5426330566406,378,23,30,363
13.716667175293,18.0833339691162,52.875244140625,577.59033203125,33.5,-0.699999988079071,34.2000007629395,8.10000038146973,20.9833335876465,21.1833343505859,7.26666688919067,502,98,1,89.2607040405273,271,5,15,263
13.3833332061768,15.7166662216187,42.3629837036133,790.297241210938,33.7999992370605,-3.29999995231628,37.0999984741211,5.73333358764648,16.0833339691162,23.533332824707,4.5,140,19,6,29.7940559387207,48,23,34,45
21.9375,16.625,46.5686264038086,718.850463867188,41,5.30000019073486,35.7000007629395,13.466667175293,28.2333335876465,30.8500003814697,13.466667175293,138,27,1,64.2268676757812,67,9,25,67
11.3958330154419,16.8583335876465,42.0407333374023,844.798156738281,33,-7.09999990463257,40.0999984741211,1.26666665077209,14.9833335876465,22,1.26666665077209,152,21,5,32.9206695556641,56,29,31,56
6.73333311080933,13.1666669845581,48.7654304504395,516.145385742188,23.6000003814697,-3.40000009536743,27,2.14999985694885,13.0833330154419,13.8166666030884,1.59999990463257,1491,260,13,73.0441741943359,729,73,80,685
0.39583346247673,13.2083330154419,42.199146270752,653.978942871094,18.2000007629395,-13.1000003814697,31.3000011444092,-6.46666669845581,8.30000019073486,9.36666679382324,-6.46666669845581,618,106,14,63.7843208312988,280,52,66,280
5.60833311080933,12.6333332061768,42.6801795959473,624.877563476562,23,-6.59999990463257,29.6000003814697,-0.949999988079071,13.1999998092651,14.033332824707,-0.949999988079071,767,146,6,80.0689163208008,384,25,41,384
17.408332824707,14.6666669845581,53.9215660095215,451.154266357422,32.4000015258789,5.19999980926514,27.2000007629395,12.7333335876465,22.6166667938232,23.4833335876465,12.4499998092651,374,74,2,87.51806640625,207,9,17,193
21.8833332061768,15.1000003814697,43.2664794921875,778.919189453125,40.5999984741211,5.69999980926514,34.8999977111816,31.4333324432373,24.7333335876465,31.5999984741211,12.7666664123535,116,20,1,53.3833961486816,42,6,31,41
17.6291656494141,14.7916660308838,53.2074356079102,461.836517333984,32.5999984741211,4.80000019073486,27.7999992370605,12.8833332061768,22.9333324432373,23.7666664123535,12.3833332061768,312,63,1,87.0459899902344,172,7,15,165
21.9624996185303,15.2916660308838,41.106632232666,833.650573730469,41.5,4.30000019073486,37.2000007629395,32.0166664123535,25.3666667938232,32.466667175293,12.1833333969116,116,19,1,49.3386650085449,42,8,30,37
16.783332824707,14.6500005722046,43.7313423156738,700.633911132812,35.5,2,33.5,10.1999998092651,25.283332824707,25.283332824707,8.25,244,47,0,86.2095413208008,138,3,3,122
11.8625001907349,15.0416669845581,52.4099884033203,510.971130371094,29.7000007629395,1,28.7000007629395,6.84999990463257,18.1333332061768,18.716667175293,6.41666650772095,1563,286,4,87.4107818603516,823,29,49,799
18.25,16.1999988555908,42.8571434020996,787.622985839844,38.2999992370605,0.5,37.7999992370605,10.7833337783813,25.6999988555908,28.1999988555908,9.03333377838135,115,22,1,72.4611740112305,58,5,8,56
8.90416622161865,13.5249996185303,44.4901313781738,614.693054199219,27.2000007629395,-3.20000004768372,30.4000015258789,2.63333320617676,16.3999996185303,17.1333332061768,2.59999990463257,1527,286,8,80.4141082763672,758,47,52,740
0.199999898672104,12.9333333969116,40.9282684326172,657.654235839844,18,-13.6000003814697,31.6000003814697,-6.96666669845581,4.76666641235352,9.14999961853027,-6.96666669845581,553,95,14,61.6791343688965,249,52,64,249
16.279167175293,16.5249996185303,44.4220428466797,785.457153320312,36.7999992370605,-0.400000005960464,37.2000007629395,8.33333301544189,23.3833332061768,26.2000007629395,7.23333311080933,199,31,2,55.323600769043,87,18,29,86
23.6375007629395,14.3583326339722,42.7331352233887,770.976745605469,41.2999992370605,7.69999980926514,33.5999984741211,33.1166648864746,26.3166675567627,33.1166648864746,14.5333337783813,106,19,1,55.3336791992188,41,5,41,35
15.8583335876465,14.9166669845581,46.0390930175781,644.715698242188,34.5,2.09999990463257,32.4000015258789,9.64999961853027,23.7000007629395,23.7999992370605,8.25,708,133,3,84.9093399047852,361,12,20,347
21.3291664123535,16.9916667938232,45.6765251159668,766.193237304688,41.0999984741211,3.90000009536743,37.1999969482422,13.7666664123535,24.1000003814697,31,12.4333333969116,109,16,1,48.4851341247559,39,6,26,37
9.70416641235352,18.5249996185303,47.5,742.977600097656,32.0999984741211,-6.90000009536743,39,0.833333253860474,18.7666664123535,19,0.833333253860474,324,52,7,57.8286781311035,141,27,29,141
22.7958335876465,14.9750003814697,39.7214851379395,863.990356445312,42.5,4.80000019073486,37.7000007629395,33.0499992370605,26.6166667938232,33.5999984741211,12.5166664123535,88,15,1,49.9599838256836,33,6,24,27
16.3083343505859,15.1333332061768,46.5641021728516,640.765991210938,34.9000015258789,2.40000009536743,32.5,10.1499996185303,23.966667175293,23.966667175293,8.55000019073486,519,102,2,87.0363311767578,274,8,8,263
