"bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
17.4166660308838,15.0666666030884,53.4278984069824,473.739166259766,33.5,5.30000019073486,28.2000007629395,12.5,22.9166679382324,23.7666664123535,12.25,416,88,0,99.6472244262695,237,3,8,237
17.783332824707,13.716667175293,54.0026245117188,418.293792724609,31.7000007629395,6.30000019073486,25.4000015258789,13.5166664123535,22.5833339691162,23.3333339691162,13.0500001907349,381,83,1,100.541259765625,222,4,8,220
17.1124992370605,14.7416667938232,44.0049781799316,698.16357421875,36.0999984741211,2.59999990463257,33.5,10.4833335876465,25.6333332061768,25.6333332061768,8.69999980926514,283,53,0,84.2170257568359,153,4,4,141
17.6000003814697,14.1333332061768,53.7389106750488,444.32275390625,32,5.69999980926514,26.2999992370605,13.033332824707,22.8666667938232,23.533332824707,12.6833333969116,439,96,1,98.460693359375,270,6,13,243
16.5249996185303,14.5,47.8547859191895,580.902526855469,33.2999992370605,3,30.2999992370605,10.6666669845581,23.6499996185303,24.1000003814697,9.94999980926514,385,79,1,94.0474700927734,223,6,11,210
15.7749996185303,15.2833337783813,45.0835762023926,709.466857910156,35.4000015258789,1.5,33.9000015258789,8.75,24.5833339691162,24.9333343505859,7.83333349227905,692,126,1,86.3276062011719,352,9,16,350
13.7375001907349,15.3083333969116,48.5978813171387,611.392333984375,32.4000015258789,0.899999976158142,31.5000019073486,6.95000028610229,21.3500003814697,21.6000003814697,6.95000028610229,892,185,2,91.4421005249023,482,13,22,482
15.5833330154419,13.3499994277954,43.6274490356445,642.998413085938,33.2000007629395,2.59999990463257,30.6000003814697,8.48333358764648,23.4500007629395,23.5166664123535,8,830,147,3,84.478401184082,407,15,23,396
12.7916669845581,13.4666662216187,54.3010749816895,409.150085449219,27,2.20000004768372,24.7999992370605,8.35000038146973,17.5,18.3166675567627,8.35000038146973,727,141,2,91.8789749145508,389,9,16,389
14.3833332061768,17.1166667938232,55.7546157836914,487.010040283203,31.7999992370605,1.10000002384186,30.6999988555908,9.53333282470703,20.2333335876465,20.6000003814697,8.81666660308838,502,98,1,91.1937789916992,277,5,14,267
